DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,8,Gen Ed,100,4,25,24,27
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,8,ICT,26,1,26,26,26
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,6,Gen Ed,18,1,18,18,18
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,6,ICT,18,1,18,18,18
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,Gen Ed,26,1,26,26,26
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,ICT,25,1,25,25,25
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,8,ICT,29,1,29,29,29
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6,Gen Ed,25,1,25,25,25
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6,ICT,23,1,23,23,23
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,7,Gen Ed,25,1,25,25,25
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,7,ICT,27,1,27,27,27
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,8,Gen Ed,34,2,17,17,17
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,8,ICT,17,1,17,17,17
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,6,ICT,30,2,15,13,17
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,7,ICT,51,2,25.5,21,30
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,8,Gen Ed,27,1,27,27,27
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,8,ICT,25,1,25,25,25
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,Gen Ed,75,3,25,24,27
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,ICT,27,1,27,27,27
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,7,Gen Ed,51,2,25.5,25,26
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,7,ICT,24,1,24,24,24
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,8,Gen Ed,43,2,21.5,17,26
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,8,ICT,22,1,22,22,22
19K007,PS 007 ABRAHAM LINCOLN,K,Gen Ed,119,6,19.8,18,22
19K007,PS 007 ABRAHAM LINCOLN,K,ICT,23,1,23,23,23
19K007,PS 007 ABRAHAM LINCOLN,1,Gen Ed,98,4,24.5,22,28
19K007,PS 007 ABRAHAM LINCOLN,1,ICT,19,1,19,19,19
19K007,PS 007 ABRAHAM LINCOLN,2,Gen Ed,121,5,24.2,20,27
19K007,PS 007 ABRAHAM LINCOLN,2,ICT,22,1,22,22,22
19K007,PS 007 ABRAHAM LINCOLN,3,Gen Ed,101,4,25.3,24,28
19K007,PS 007 ABRAHAM LINCOLN,3,ICT,20,1,20,20,20
19K007,PS 007 ABRAHAM LINCOLN,4,Gen Ed,112,4,28,27,29
19K007,PS 007 ABRAHAM LINCOLN,4,ICT,26,1,26,26,26
19K007,PS 007 ABRAHAM LINCOLN,5,Gen Ed,102,4,25.5,18,29
19K007,PS 007 ABRAHAM LINCOLN,5,ICT,27,1,27,27,27
19K013,PS 013 ROBERTO CLEMENTE,K,Gen Ed,43,2,21.5,21,22
19K013,PS 013 ROBERTO CLEMENTE,K,ICT,24,1,24,24,24
19K013,PS 013 ROBERTO CLEMENTE,1,Gen Ed,45,2,22.5,20,25
19K013,PS 013 ROBERTO CLEMENTE,1,ICT,22,1,22,22,22
19K013,PS 013 ROBERTO CLEMENTE,2,Gen Ed,49,2,24.5,24,25
19K013,PS 013 ROBERTO CLEMENTE,2,ICT,27,1,27,27,27
19K013,PS 013 ROBERTO CLEMENTE,3,Gen Ed,44,2,22,22,22
19K013,PS 013 ROBERTO CLEMENTE,3,ICT,21,1,21,21,21
19K013,PS 013 ROBERTO CLEMENTE,4,Gen Ed,47,2,23.5,22,25
19K013,PS 013 ROBERTO CLEMENTE,4,ICT,24,1,24,24,24
19K013,PS 013 ROBERTO CLEMENTE,5,Gen Ed,46,2,23,22,24
19K013,PS 013 ROBERTO CLEMENTE,5,ICT,23,1,23,23,23
19K065,PS 065,K,Gen Ed,65,3,21.7,21,22
19K065,PS 065,K,ICT,24,1,24,24,24
19K065,PS 065,1,Gen Ed,73,3,24.3,24,25
19K065,PS 065,1,ICT,22,1,22,22,22
19K065,PS 065,2,Gen Ed,81,3,27,27,27
19K065,PS 065,2,ICT,28,1,28,28,28
19K065,PS 065,3,Gen Ed,69,3,23,21,24
19K065,PS 065,3,ICT,22,1,22,22,22
19K065,PS 065,4,Gen Ed,103,4,25.8,25,26
19K065,PS 065,4,ICT,25,1,25,25,25
19K065,PS 065,5,Gen Ed,78,3,26,24,29
19K065,PS 065,5,ICT,26,1,26,26,26
19K089,PS 089 CYPRESS HILLS,K,Gen Ed,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,K,ICT,18,1,18,18,18
19K089,PS 089 CYPRESS HILLS,1,Gen Ed,17,1,17,17,17
19K089,PS 089 CYPRESS HILLS,1,ICT,30,1,30,30,30
19K089,PS 089 CYPRESS HILLS,2,Gen Ed,26,1,26,26,26
19K089,PS 089 CYPRESS HILLS,2,ICT,26,1,26,26,26
19K089,PS 089 CYPRESS HILLS,3,Gen Ed,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,3,ICT,20,1,20,20,20
19K089,PS 089 CYPRESS HILLS,4,Gen Ed,21,1,21,21,21
19K089,PS 089 CYPRESS HILLS,4,ICT,26,1,26,26,26
19K089,PS 089 CYPRESS HILLS,5,Gen Ed,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,5,ICT,23,1,23,23,23
19K089,PS 089 CYPRESS HILLS,6,Gen Ed,28,1,28,28,28
19K089,PS 089 CYPRESS HILLS,6,ICT,30,1,30,30,30
19K089,PS 089 CYPRESS HILLS,7,Gen Ed,24,1,24,24,24
19K089,PS 089 CYPRESS HILLS,7,ICT,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,8,Gen Ed,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,8,ICT,26,1,26,26,26
19K108,PS 108 SAL ABBRACCIAMENTO,K,Gen Ed,123,5,24.6,24,25
19K108,PS 108 SAL ABBRACCIAMENTO,K,ICT,23,1,23,23,23
19K108,PS 108 SAL ABBRACCIAMENTO,1,Gen Ed,115,4,28.8,26,30
19K108,PS 108 SAL ABBRACCIAMENTO,1,ICT,25,1,25,25,25
19K108,PS 108 SAL ABBRACCIAMENTO,2,Gen Ed,103,4,25.8,23,28
19K108,PS 108 SAL ABBRACCIAMENTO,2,ICT,24,1,24,24,24
19K108,PS 108 SAL ABBRACCIAMENTO,3,Gen Ed,91,3,30.3,29,31
19K108,PS 108 SAL ABBRACCIAMENTO,3,ICT,54,2,27,26,28
19K108,PS 108 SAL ABBRACCIAMENTO,4,Gen Ed,61,2,30.5,30,31
19K108,PS 108 SAL ABBRACCIAMENTO,4,ICT,57,2,28.5,28,29
19K108,PS 108 SAL ABBRACCIAMENTO,5,Gen Ed,59,2,29.5,28,31
19K108,PS 108 SAL ABBRACCIAMENTO,5,ICT,57,2,28.5,28,29
19K149,PS 149 DANNY KAYE,K,Gen Ed,49,2,24.5,23,26
19K149,PS 149 DANNY KAYE,K,G&T,8,1,8,8,8
19K149,PS 149 DANNY KAYE,K,ICT,23,1,23,23,23
19K149,PS 149 DANNY KAYE,1,Gen Ed,66,3,22,21,23
19K149,PS 149 DANNY KAYE,1,G&T,9,1,9,9,9
19K149,PS 149 DANNY KAYE,1,ICT,18,1,18,18,18
19K149,PS 149 DANNY KAYE,2,Gen Ed,73,3,24.3,23,25
19K149,PS 149 DANNY KAYE,2,G&T,18,1,18,18,18
19K149,PS 149 DANNY KAYE,3,Gen Ed,74,3,24.7,17,29
19K149,PS 149 DANNY KAYE,3,G&T,25,1,25,25,25
19K149,PS 149 DANNY KAYE,4,Gen Ed,108,4,27,17,31
19K149,PS 149 DANNY KAYE,5,Gen Ed,53,2,26.5,24,29
19K149,PS 149 DANNY KAYE,5,ICT,28,1,28,28,28
19K158,PS 158 WARWICK,K,Gen Ed,61,3,20.3,18,23
19K158,PS 158 WARWICK,K,ICT,23,1,23,23,23
19K158,PS 158 WARWICK,1,Gen Ed,84,4,21,16,25
19K158,PS 158 WARWICK,2,Gen Ed,76,3,25.3,23,27
19K158,PS 158 WARWICK,3,Gen Ed,66,3,22,21,23
19K158,PS 158 WARWICK,4,Gen Ed,75,3,25,25,25
19K158,PS 158 WARWICK,5,Gen Ed,63,2,31.5,31,32
19K158,PS 158 WARWICK,5,ICT,30,1,30,30,30
19K159,PS 159 ISAAC PITKIN,K,Gen Ed,111,5,22.2,19,25
19K159,PS 159 ISAAC PITKIN,K,ICT,18,1,18,18,18
19K159,PS 159 ISAAC PITKIN,1,Gen Ed,108,5,21.6,17,24
19K159,PS 159 ISAAC PITKIN,1,ICT,17,1,17,17,17
19K159,PS 159 ISAAC PITKIN,2,Gen Ed,126,6,21,14,28
19K159,PS 159 ISAAC PITKIN,3,Gen Ed,105,4,26.3,22,30
19K159,PS 159 ISAAC PITKIN,4,Gen Ed,103,4,25.8,23,30
19K159,PS 159 ISAAC PITKIN,4,ICT,20,1,20,20,20
19K159,PS 159 ISAAC PITKIN,5,Gen Ed,111,4,27.8,27,28
19K159,PS 159 ISAAC PITKIN,5,ICT,25,1,25,25,25
19K171,IS 171 ABRAHAM LINCOLN,6,Gen Ed,108,4,27,15,32
19K171,IS 171 ABRAHAM LINCOLN,6,ICT,29,1,29,29,29
19K171,IS 171 ABRAHAM LINCOLN,7,Gen Ed,112,4,28,22,31
19K171,IS 171 ABRAHAM LINCOLN,7,ICT,27,1,27,27,27
19K171,IS 171 ABRAHAM LINCOLN,8,Gen Ed,114,4,28.5,26,31
19K171,IS 171 ABRAHAM LINCOLN,8,ICT,27,1,27,27,27
19K190,PS 190 SHEFFIELD,K,Gen Ed,25,1,25,25,25
19K190,PS 190 SHEFFIELD,1,Gen Ed,30,1,30,30,30
19K190,PS 190 SHEFFIELD,2,Gen Ed,27,1,27,27,27
19K190,PS 190 SHEFFIELD,3,Gen Ed,27,1,27,27,27
19K190,PS 190 SHEFFIELD,4,Gen Ed,29,1,29,29,29
19K190,PS 190 SHEFFIELD,5,Gen Ed,24,1,24,24,24
19K202,PS 202 ERNEST S JENKYNS,K,Gen Ed,41,2,20.5,20,21
19K202,PS 202 ERNEST S JENKYNS,1,Gen Ed,30,1,30,30,30
19K202,PS 202 ERNEST S JENKYNS,1,ICT,28,1,28,28,28
19K202,PS 202 ERNEST S JENKYNS,2,Gen Ed,46,2,23,22,24
19K202,PS 202 ERNEST S JENKYNS,2,ICT,24,1,24,24,24
19K202,PS 202 ERNEST S JENKYNS,3,Gen Ed,50,2,25,25,25
19K202,PS 202 ERNEST S JENKYNS,3,ICT,19,1,19,19,19
19K202,PS 202 ERNEST S JENKYNS,4,Gen Ed,36,2,18,16,20
19K202,PS 202 ERNEST S JENKYNS,4,ICT,21,1,21,21,21
19K202,PS 202 ERNEST S JENKYNS,5,Gen Ed,50,2,25,23,27
19K202,PS 202 ERNEST S JENKYNS,5,ICT,19,1,19,19,19
19K213,PS 213 NEW LOTS,K,Gen Ed,37,2,18.5,18,19
19K213,PS 213 NEW LOTS,1,Gen Ed,49,2,24.5,23,26
19K213,PS 213 NEW LOTS,2,Gen Ed,30,2,15,14,16
19K213,PS 213 NEW LOTS,3,Gen Ed,17,1,17,17,17
19K213,PS 213 NEW LOTS,3,ICT,18,1,18,18,18
19K213,PS 213 NEW LOTS,4,Gen Ed,43,2,21.5,21,22
19K213,PS 213 NEW LOTS,5,Gen Ed,24,1,24,24,24
19K213,PS 213 NEW LOTS,5,ICT,21,1,21,21,21
19K214,PS 214 MICHAEL FRIEDSAM,K,Gen Ed,116,5,23.2,21,25
19K214,PS 214 MICHAEL FRIEDSAM,K,ICT,22,1,22,22,22
19K214,PS 214 MICHAEL FRIEDSAM,1,Gen Ed,97,4,24.3,22,28
19K214,PS 214 MICHAEL FRIEDSAM,1,ICT,28,1,28,28,28
19K214,PS 214 MICHAEL FRIEDSAM,2,Gen Ed,100,4,25,23,26
19K214,PS 214 MICHAEL FRIEDSAM,2,ICT,24,1,24,24,24
19K214,PS 214 MICHAEL FRIEDSAM,3,Gen Ed,87,4,21.8,20,24
19K214,PS 214 MICHAEL FRIEDSAM,3,ICT,26,1,26,26,26
19K214,PS 214 MICHAEL FRIEDSAM,4,Gen Ed,89,3,29.7,29,30
19K214,PS 214 MICHAEL FRIEDSAM,4,ICT,31,1,31,31,31
19K214,PS 214 MICHAEL FRIEDSAM,5,Gen Ed,106,4,26.5,24,30
19K214,PS 214 MICHAEL FRIEDSAM,5,ICT,25,1,25,25,25
19K218,JHS 218 JAMES P SINNOTT,6,Gen Ed,84,4,21,14,26
19K218,JHS 218 JAMES P SINNOTT,6,ICT,25,1,25,25,25
19K218,JHS 218 JAMES P SINNOTT,7,Gen Ed,100,4,25,16,31
19K218,JHS 218 JAMES P SINNOTT,7,ICT,28,1,28,28,28
19K218,JHS 218 JAMES P SINNOTT,8,Gen Ed,89,3,29.7,23,35
19K218,JHS 218 JAMES P SINNOTT,8,ICT,30,1,30,30,30
19K224,PS 224 HALE A WOODRUFF,K,Gen Ed,24,1,24,24,24
19K224,PS 224 HALE A WOODRUFF,K,ICT,23,1,23,23,23
19K224,PS 224 HALE A WOODRUFF,1,Gen Ed,26,1,26,26,26
19K224,PS 224 HALE A WOODRUFF,1,ICT,24,1,24,24,24
19K224,PS 224 HALE A WOODRUFF,2,Gen Ed,26,1,26,26,26
19K224,PS 224 HALE A WOODRUFF,2,ICT,30,1,30,30,30
19K224,PS 224 HALE A WOODRUFF,3,Gen Ed,29,1,29,29,29
19K224,PS 224 HALE A WOODRUFF,3,ICT,29,1,29,29,29
19K224,PS 224 HALE A WOODRUFF,4,Gen Ed,43,2,21.5,21,22
19K224,PS 224 HALE A WOODRUFF,4,ICT,22,1,22,22,22
19K224,PS 224 HALE A WOODRUFF,5,Gen Ed,32,1,32,32,32
19K224,PS 224 HALE A WOODRUFF,5,ICT,32,1,32,32,32
19K273,PS 273 WORTMAN,K,Gen Ed,58,2,29,28,30
19K273,PS 273 WORTMAN,1,Gen Ed,22,1,22,22,22
19K273,PS 273 WORTMAN,1,ICT,21,1,21,21,21
19K273,PS 273 WORTMAN,2,Gen Ed,50,2,25,23,27
19K273,PS 273 WORTMAN,3,Gen Ed,49,2,24.5,23,26
19K273,PS 273 WORTMAN,4,Gen Ed,49,2,24.5,24,25
19K273,PS 273 WORTMAN,5,Gen Ed,30,1,30,30,30
19K273,PS 273 WORTMAN,5,ICT,31,1,31,31,31
19K290,PS 290 JUAN MOREL CAMPOS,K,Gen Ed,62,3,20.7,16,24
19K290,PS 290 JUAN MOREL CAMPOS,K,ICT,24,1,24,24,24
19K290,PS 290 JUAN MOREL CAMPOS,1,Gen Ed,53,3,17.7,14,20
19K290,PS 290 JUAN MOREL CAMPOS,1,ICT,21,1,21,21,21
19K290,PS 290 JUAN MOREL CAMPOS,2,Gen Ed,43,2,21.5,15,28
19K290,PS 290 JUAN MOREL CAMPOS,2,ICT,25,1,25,25,25
19K290,PS 290 JUAN MOREL CAMPOS,3,Gen Ed,51,2,25.5,25,26
19K290,PS 290 JUAN MOREL CAMPOS,3,ICT,25,1,25,25,25
19K290,PS 290 JUAN MOREL CAMPOS,4,Gen Ed,52,2,26,26,26
19K290,PS 290 JUAN MOREL CAMPOS,4,ICT,26,1,26,26,26
19K290,PS 290 JUAN MOREL CAMPOS,5,Gen Ed,44,2,22,21,23
19K290,PS 290 JUAN MOREL CAMPOS,5,ICT,23,1,23,23,23
19K292,JHS 292 MARGARET S DOUGLAS,6,Gen Ed,119,5,23.8,20,28
19K292,JHS 292 MARGARET S DOUGLAS,6,ICT,21,1,21,21,21
19K292,JHS 292 MARGARET S DOUGLAS,7,Gen Ed,131,5,26.2,24,29
19K292,JHS 292 MARGARET S DOUGLAS,7,ICT,27,1,27,27,27
19K292,JHS 292 MARGARET S DOUGLAS,8,Gen Ed,149,5,29.8,25,33
19K292,JHS 292 MARGARET S DOUGLAS,8,ICT,30,1,30,30,30
19K306,PS 306 ETHAN ALLEN,K,Gen Ed,21,1,21,21,21
19K306,PS 306 ETHAN ALLEN,K,ICT,24,1,24,24,24
19K306,PS 306 ETHAN ALLEN,1,Gen Ed,40,2,20,18,22
19K306,PS 306 ETHAN ALLEN,2,Gen Ed,15,1,15,15,15
19K306,PS 306 ETHAN ALLEN,2,ICT,14,1,14,14,14
19K306,PS 306 ETHAN ALLEN,3,Gen Ed,23,1,23,23,23
19K306,PS 306 ETHAN ALLEN,3,ICT,22,1,22,22,22
19K306,PS 306 ETHAN ALLEN,4,Gen Ed,20,1,20,20,20
19K306,PS 306 ETHAN ALLEN,4,ICT,22,1,22,22,22
19K306,PS 306 ETHAN ALLEN,5,Gen Ed,47,2,23.5,23,24
19K325,THE FRESH CREEK SCHOOL,K,Gen Ed,15,1,15,15,15
19K325,THE FRESH CREEK SCHOOL,K,ICT,15,1,15,15,15
19K325,THE FRESH CREEK SCHOOL,1,Gen Ed,30,2,15,14,16
19K325,THE FRESH CREEK SCHOOL,2,Gen Ed,34,2,17,16,18
19K325,THE FRESH CREEK SCHOOL,3,Gen Ed,17,1,17,17,17
19K325,THE FRESH CREEK SCHOOL,3,ICT,17,1,17,17,17
19K325,THE FRESH CREEK SCHOOL,4,ICT,27,1,27,27,27
19K325,THE FRESH CREEK SCHOOL,5,Gen Ed,35,2,17.5,16,19
19K328,PS 328 PHYLLIS WHEATLEY,K,Gen Ed,45,2,22.5,22,23
19K328,PS 328 PHYLLIS WHEATLEY,1,Gen Ed,37,2,18.5,18,19
19K328,PS 328 PHYLLIS WHEATLEY,2,Gen Ed,30,2,15,15,15
19K328,PS 328 PHYLLIS WHEATLEY,3,Gen Ed,30,1,30,30,30
19K328,PS 328 PHYLLIS WHEATLEY,4,Gen Ed,46,2,23,23,23
19K328,PS 328 PHYLLIS WHEATLEY,5,Gen Ed,17,1,17,17,17
19K328,PS 328 PHYLLIS WHEATLEY,5,ICT,22,1,22,22,22
19K345,PS 345 PATROLMAN ROBERT BOLDEN,K,Gen Ed,48,3,16,15,17
19K345,PS 345 PATROLMAN ROBERT BOLDEN,K,ICT,17,1,17,17,17
19K345,PS 345 PATROLMAN ROBERT BOLDEN,1,Gen Ed,56,3,18.7,17,21
19K345,PS 345 PATROLMAN ROBERT BOLDEN,1,ICT,18,1,18,18,18
19K345,PS 345 PATROLMAN ROBERT BOLDEN,2,Gen Ed,82,4,20.5,17,23
19K345,PS 345 PATROLMAN ROBERT BOLDEN,3,Gen Ed,71,3,23.7,23,24
19K345,PS 345 PATROLMAN ROBERT BOLDEN,4,Gen Ed,66,3,22,19,24
19K345,PS 345 PATROLMAN ROBERT BOLDEN,4,ICT,19,1,19,19,19
19K345,PS 345 PATROLMAN ROBERT BOLDEN,5,Gen Ed,76,3,25.3,22,28
19K346,PS 346 ABE STARK,K,Gen Ed,59,3,19.7,19,20
19K346,PS 346 ABE STARK,K,ICT,21,1,21,21,21
19K346,PS 346 ABE STARK,1,Gen Ed,68,3,22.7,22,23
19K346,PS 346 ABE STARK,1,ICT,19,1,19,19,19
19K346,PS 346 ABE STARK,2,Gen Ed,48,2,24,24,24
19K346,PS 346 ABE STARK,2,ICT,27,1,27,27,27
19K346,PS 346 ABE STARK,3,Gen Ed,53,2,26.5,26,27
19K346,PS 346 ABE STARK,3,ICT,24,1,24,24,24
19K346,PS 346 ABE STARK,4,Gen Ed,72,3,24,23,25
19K346,PS 346 ABE STARK,4,ICT,26,1,26,26,26
19K346,PS 346 ABE STARK,5,Gen Ed,26,1,26,26,26
19K346,PS 346 ABE STARK,5,ICT,53,2,26.5,26,27
19K364,IS 364 GATEWAY,6,Gen Ed,79,3,26.3,26,27
19K364,IS 364 GATEWAY,6,ICT,25,1,25,25,25
19K364,IS 364 GATEWAY,7,Gen Ed,88,3,29.3,28,30
19K364,IS 364 GATEWAY,7,ICT,25,1,25,25,25
19K364,IS 364 GATEWAY,8,Gen Ed,69,3,23,22,25
19K364,IS 364 GATEWAY,8,ICT,27,1,27,27,27
19K404,ACADEMY FOR YOUNG WRITERS,6,ICT,66,3,22,20,24
19K404,ACADEMY FOR YOUNG WRITERS,7,Gen Ed,27,1,27,27,27
19K404,ACADEMY FOR YOUNG WRITERS,7,ICT,55,2,27.5,27,28
19K404,ACADEMY FOR YOUNG WRITERS,8,ICT,72,3,24,23,25
19K409,EAST NEW YORK FAMILY ACADEMY,6,Gen Ed,25,1,25,25,25
19K409,EAST NEW YORK FAMILY ACADEMY,6,ICT,49,2,24.5,23,26
19K409,EAST NEW YORK FAMILY ACADEMY,7,Gen Ed,26,1,26,26,26
19K409,EAST NEW YORK FAMILY ACADEMY,7,ICT,49,2,24.5,24,25
19K409,EAST NEW YORK FAMILY ACADEMY,8,Gen Ed,26,1,26,26,26
19K409,EAST NEW YORK FAMILY ACADEMY,8,ICT,43,2,21.5,21,22
19K422,SPRING CREEK COMMUNITY SCHOOL,6,Gen Ed,27,1,27,27,27
19K422,SPRING CREEK COMMUNITY SCHOOL,6,ICT,54,2,27,27,27
19K422,SPRING CREEK COMMUNITY SCHOOL,7,Gen Ed,27,1,27,27,27
19K422,SPRING CREEK COMMUNITY SCHOOL,7,ICT,59,2,29.5,29,30
19K422,SPRING CREEK COMMUNITY SCHOOL,8,Gen Ed,26,1,26,26,26
19K422,SPRING CREEK COMMUNITY SCHOOL,8,ICT,40,2,20,17,23
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,Gen Ed,59,2,29.5,29,30
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,ICT,58,2,29,28,30
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,7,Gen Ed,62,2,31,31,31
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,7,ICT,58,2,29,29,29
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,8,Gen Ed,78,3,26,22,29
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,8,ICT,23,1,23,23,23
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K,Gen Ed,16,1,16,16,16
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K,ICT,22,1,22,22,22
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,Gen Ed,22,1,22,22,22
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,ICT,24,1,24,24,24
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,2,ICT,58,2,29,29,29
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,3,Gen Ed,20,1,20,20,20
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,3,ICT,25,1,25,25,25
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,4,Gen Ed,20,1,20,20,20
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,4,ICT,22,1,22,22,22
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,5,ICT,41,2,20.5,19,22
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6,Gen Ed,53,2,26.5,25,28
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6,ICT,24,1,24,24,24
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,7,Gen Ed,31,1,31,31,31
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,7,ICT,57,2,28.5,28,29
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,8,Gen Ed,24,1,24,24,24
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,8,ICT,57,2,28.5,27,30
19K661,VISTA ACADEMY,6,Gen Ed,112,4,28,25,30
19K661,VISTA ACADEMY,6,ICT,30,1,30,30,30
19K661,VISTA ACADEMY,7,Gen Ed,114,4,28.5,27,29
19K661,VISTA ACADEMY,7,ICT,20,1,20,20,20
19K661,VISTA ACADEMY,8,Gen Ed,87,3,29,29,29
19K661,VISTA ACADEMY,8,ICT,28,1,28,28,28
19K662,LIBERTY AVENUE MIDDLE SCHOOL,6,Gen Ed,91,3,30.3,30,31
19K662,LIBERTY AVENUE MIDDLE SCHOOL,6,ICT,60,2,30,30,30
19K662,LIBERTY AVENUE MIDDLE SCHOOL,7,Gen Ed,77,3,25.7,25,27
19K662,LIBERTY AVENUE MIDDLE SCHOOL,7,ICT,74,3,24.7,23,27
19K662,LIBERTY AVENUE MIDDLE SCHOOL,8,Gen Ed,79,3,26.3,22,31
19K662,LIBERTY AVENUE MIDDLE SCHOOL,8,ICT,70,3,23.3,22,25
19K663,SCHOOL OF THE FUTURE BROOKLYN,6,Gen Ed,33,2,16.5,14,19
19K663,SCHOOL OF THE FUTURE BROOKLYN,6,ICT,39,2,19.5,18,21
19K663,SCHOOL OF THE FUTURE BROOKLYN,7,ICT,59,3,19.7,16,23
19K663,SCHOOL OF THE FUTURE BROOKLYN,8,Gen Ed,19,1,19,19,19
19K663,SCHOOL OF THE FUTURE BROOKLYN,8,ICT,40,2,20,18,22
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K,Gen Ed,52,2,26,25,27
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K,ICT,26,1,26,26,26
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,1,Gen Ed,51,3,17,16,18
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,1,ICT,19,1,19,19,19
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2,Gen Ed,62,3,20.7,20,21
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2,ICT,18,1,18,18,18
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,3,Gen Ed,47,2,23.5,23,24
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,3,ICT,24,1,24,24,24
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,4,Gen Ed,57,2,28.5,28,29
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,4,ICT,30,1,30,30,30
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,5,Gen Ed,25,1,25,25,25
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,5,G&T,23,1,23,23,23
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,5,ICT,24,1,24,24,24
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,Gen Ed,55,2,27.5,27,28
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,ICT,30,1,30,30,30
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,Gen Ed,28,1,28,28,28
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,ICT,53,2,26.5,26,27
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,8,Gen Ed,25,1,25,25,25
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,8,ICT,51,2,25.5,24,27
19K760,HIGHLAND PARK COMMUNITY SCHOOL,6,Gen Ed,82,3,27.3,27,28
