YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,UNDERGRADUATE_FULLTIME_TOTAL,UNDERGRADUATE_FT_ENR_PROGRAM,UNDERGRADUATE_FT_NOT_ENR_PROGRAM,UNDERGRADUATE_PARTTIME,UNDERGRADUATE_PT_ENR_PROGRAM,UNDERGRADUATE_PT_NOT_ENR_PROGRAM,FIRST_PROFESSIONAL_FULLTIME,FIRST_PROFESSIONAL_PARTTIME,GRADUATE_FULLTIME,GRADUATE_PARTTIME,ALL_STUDENTS_FULLTIME,ALL_STUDENTS_PARTTIME,FIRST_TIME_FULLTIME,FIRST_TIME_PARTTIME,TOTAL,FTE
2017,06,CHAUTAUQUA,0,SUNY,0,PUBLIC,1,4-Year/Grad,232500,800000054188,STATE UNIVERSITY OF NEW YORK COLLEGE AT FREDONIA,4281,4279,2,112,87,25,0,0,153,84,4434,196,1124,10,4630,4504.93
2018,06,CHAUTAUQUA,0,SUNY,0,PUBLIC,1,4-Year/Grad,232500,800000054188,STATE UNIVERSITY OF NEW YORK COLLEGE AT FREDONIA,4314,4307,7,117,95,22,0,0,151,73,4465,190,1181,7,4655,4533.2
2019,06,CHAUTAUQUA,0,SUNY,0,PUBLIC,1,4-Year/Grad,232500,800000054188,STATE UNIVERSITY OF NEW YORK COLLEGE AT FREDONIA,4132,4127,5,89,67,22,0,0,141,84,4273,173,1001,7,4446,4336.27
2010,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5352,5080,272,118,94,24,0,0,95,100,5447,218,1006,2,5665,5526.33
2011,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5352,5056,296,124,107,17,0,0,93,95,5445,219,1008,2,5664,5524.33
2012,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5260,5011,249,116,98,18,0,0,70,93,5330,209,995,2,5539,5405.87
2013,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5386,5350,36,118,113,5,0,0,66,74,5452,192,1128,4,5644,5520.93
2014,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5455,5414,41,98,83,15,0,0,46,59,5501,157,1231,5,5658,5557.27
2015,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5470,5441,29,113,107,6,0,0,50,66,5520,179,1324,6,5699,5584.07
2016,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5369,5369,0,115,111,4,0,0,33,57,5402,172,1233,6,5574,5463.13
2017,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5420,5420,0,104,102,2,0,0,47,49,5467,153,1333,9,5620,5521.27
2018,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5351,5351,0,143,139,4,0,0,48,46,5399,189,1338,7,5588,5465.07
2019,24,LIVINGSTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,233000,800000051026,STATE UNIVERSITY OF NEW YORK COLLEGE AT GENESEO,5133,5133,0,141,136,5,0,0,48,56,5181,197,1226,8,5378,5250.4
2010,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,5960,5956,4,492,445,47,0,0,522,780,6482,1272,1101,33,7754,6958
2011,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6194,6187,7,505,372,133,0,0,525,633,6719,1138,1162,0,7857,7140.53
2012,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6091,6081,10,482,358,124,0,0,498,584,6589,1066,1119,0,7655,6983.27
2013,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6060,6009,51,510,388,122,0,0,478,530,6538,1040,1104,0,7578,6920
2014,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6097,6050,47,545,414,131,0,0,484,566,6581,1111,1077,2,7692,6989.07
2015,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6165,6118,47,534,380,154,0,0,517,525,6682,1059,1087,68,7741,7070
2016,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6198,6197,1,519,385,134,0,0,434,477,6632,996,1089,69,7628,6995.8
2017,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6235,6234,1,498,382,116,0,0,403,429,6638,927,1100,55,7565,6975.6
2018,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6190,6188,2,502,398,104,0,0,449,467,6639,969,1149,62,7608,6993.13
2019,62,ULSTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,233500,800000036164,STATE UNIVERSITY OF NEW YORK COLLEGE AT NEW PALTZ,6291,6290,1,965,382,583,0,0,488,462,6779,1427,1124,82,8206,7285.47
2010,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3512,3296,216,682,570,112,0,0,103,58,3615,740,390,12,4355,3865.53
2011,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3561,3530,31,669,581,88,0,0,131,98,3692,767,399,2,4459,3954.2
2012,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3610,3570,40,607,507,100,0,0,106,99,3716,706,394,3,4422,3957.93
2013,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3558,3529,29,603,516,87,0,0,99,107,3657,710,416,0,4367,3900.8
2014,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3670,3636,34,645,537,108,0,0,118,71,3788,716,457,2,4504,4031.4
2015,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3522,3490,32,603,508,95,0,0,134,94,3656,697,396,0,4353,3894.6
2016,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,3633,3589,44,611,497,114,0,0,126,93,3759,704,506,12,4463,3999.87
2017,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,4058,4007,51,577,474,103,0,0,164,112,4222,689,659,3,4911,4459.13
2018,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,4143,4108,35,765,537,228,0,0,168,135,4311,900,738,6,5211,4620
2019,28,NASSAU,0,SUNY,0,PUBLIC,1,4-Year/Grad,234000,800000048818,STATE UNIVERSITY OF NEW YORK COLLEGE AT OLD WESTBURY,4128,4097,31,702,576,126,0,0,149,171,4277,873,605,7,5150,4579.4
2010,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5706,5693,13,116,87,29,0,0,83,84,5789,200,1132,8,5989,5861.27
2011,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5738,5713,25,114,90,24,0,0,92,79,5830,193,1180,6,6023,5899.6
2012,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5709,5699,10,128,105,23,0,0,116,88,5825,216,1147,2,6041,5902.87
2013,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5675,5662,13,125,97,28,0,0,133,101,5808,226,1122,1,6034,5890.07
2014,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5727,5711,16,109,92,17,0,0,121,144,5848,253,1108,2,6101,5941.93
2015,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5754,5747,7,96,78,18,0,0,122,147,5876,243,1133,3,6119,5966.8
2016,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5608,5604,4,122,105,17,0,0,122,204,5730,326,1123,7,6056,5852.27
2017,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5828,5826,2,135,97,38,0,0,140,278,5968,413,1382,5,6381,6124.2
2018,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5940,5936,4,126,85,41,0,0,96,389,6036,515,1328,1,6551,6233.6
2019,47,OTSEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,234500,800000039836,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,5942,5938,4,122,108,14,0,0,124,340,6066,462,1454,4,6528,6242.67
2010,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6983,6979,4,394,364,30,0,0,411,509,7394,903,1388,27,8297,7728.93
2011,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6992,6990,2,387,354,33,0,0,372,465,7364,852,1336,28,8216,7679
2012,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6815,6813,2,336,301,35,0,0,331,439,7146,775,1272,25,7921,7433.6
2013,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6954,6951,3,374,294,80,0,0,352,437,7306,811,1506,52,8117,7605.47
2014,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6880,6832,48,313,271,42,0,0,332,509,7212,822,1440,32,8034,7519.93
2015,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6778,6753,25,326,293,33,0,0,308,525,7086,851,1493,32,7937,7404.67
2016,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6868,6868,0,282,245,37,0,0,317,537,7185,819,1440,25,8004,7493.8
2017,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6836,6836,0,289,254,35,0,0,362,539,7198,828,1461,26,8026,7509.93
2018,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6707,6705,2,303,263,40,0,0,321,544,7028,847,1481,28,7875,7346.6
2019,46,OSWEGO,0,SUNY,0,PUBLIC,1,4-Year/Grad,235000,800000039957,STATE UNIVERSITY OF NEW YORK COLLEGE AT OSWEGO,6515,6515,0,332,293,39,0,0,272,559,6787,891,1415,37,7678,7121.27
2017,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,235010,800000085208,STATE UNIVERSITY COLLEGE OF OSWEGO - METRO CENTER,34,34,0,11,11,0,0,0,2,17,36,28,0,0,64,46.47
2018,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,235010,800000085208,STATE UNIVERSITY COLLEGE OF OSWEGO - METRO CENTER,60,60,0,11,11,0,0,0,16,24,76,35,0,0,111,89.27
2019,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,235010,800000085208,STATE UNIVERSITY COLLEGE OF OSWEGO - METRO CENTER,46,46,0,27,27,0,0,0,47,32,93,59,0,0,152,114.8
2010,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,5529,5502,27,330,244,86,0,0,324,258,5853,588,996,9,6441,6066.2
2011,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,5438,5423,15,384,311,73,0,0,313,215,5751,599,962,19,6350,5965
2012,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,5318,5301,17,388,322,66,0,0,296,165,5614,553,969,23,6167,5809.33
2013,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,5186,5145,41,453,349,104,0,0,272,140,5458,593,954,28,6051,5665
2014,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,5143,5078,65,422,352,70,0,0,248,155,5391,577,1036,23,5968,5593.67
2015,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,4960,4924,36,417,348,69,0,0,207,134,5167,551,964,26,5718,5359.6
2016,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,4671,4661,10,338,279,59,0,0,170,58,4841,396,1019,29,5237,4976.87
2017,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,4738,4724,14,382,317,65,0,0,208,76,4946,458,1108,21,5404,5103.73
2018,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,4701,4688,13,367,315,52,0,0,231,66,4932,433,1140,23,5365,5080.73
2019,09,CLINTON,0,SUNY,0,PUBLIC,1,4-Year/Grad,235500,800000053811,STATE UNIVERSITY COLLEGE AT PLATTSBURGH,4328,4314,14,393,332,61,0,0,202,87,4530,480,961,23,5010,4695.8
2016,63,WARREN,0,SUNY,0,PUBLIC,1,4-Year/Grad,235501,800000061811,SUC AT PLATTSBURGH AT ADIRONDACK COMMUNITY COLLEGE,151,151,0,55,55,0,0,0,21,56,172,111,0,0,283,212.73
2017,63,WARREN,0,SUNY,0,PUBLIC,1,4-Year/Grad,235501,800000061811,SUC AT PLATTSBURGH AT ADIRONDACK COMMUNITY COLLEGE,156,156,0,75,75,0,0,0,19,65,175,140,0,0,315,226
2018,63,WARREN,0,SUNY,0,PUBLIC,1,4-Year/Grad,235501,800000061811,SUC AT PLATTSBURGH AT ADIRONDACK COMMUNITY COLLEGE,152,152,0,77,74,3,0,0,39,71,191,148,0,0,339,245.07
2019,63,WARREN,0,SUNY,0,PUBLIC,1,4-Year/Grad,235501,800000061811,SUC AT PLATTSBURGH AT ADIRONDACK COMMUNITY COLLEGE,92,92,0,58,56,2,0,0,45,53,137,111,0,0,248,177.53
2010,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3779,3763,16,123,100,23,0,0,350,161,4129,284,904,5,4413,4234.4
2011,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3827,3824,3,125,94,31,0,0,298,145,4125,270,898,6,4395,4224.67
2012,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3762,3762,0,106,88,18,0,0,230,126,3992,232,883,8,4224,4077.73
2013,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3596,3595,1,111,88,23,0,0,221,114,3817,225,818,7,4042,3899.6
2014,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3573,3573,0,108,96,12,0,0,194,104,3767,212,820,10,3979,3844.6
2015,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3504,3504,0,110,91,19,0,0,190,100,3694,210,848,6,3904,3770.67
2016,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3321,3320,1,95,86,9,0,0,190,90,3511,185,784,5,3696,3578.67
2017,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3196,3195,1,125,101,24,0,0,186,80,3382,205,779,7,3587,3455.67
2018,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,3221,3218,3,86,69,17,0,0,169,54,3390,140,873,1,3530,3440.27
2019,51,SAINT LAWRENCE,0,SUNY,0,PUBLIC,1,4-Year/Grad,236000,800000038744,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,2977,2977,0,86,78,8,0,0,196,80,3173,166,620,2,3339,3233.67
2010,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3675,3615,60,369,202,167,0,0,109,13,3784,382,691,67,4166,3912.2
2011,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3733,3733,0,471,392,79,0,0,109,11,3842,482,827,113,4324,4003.4
2012,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3721,3660,61,407,240,167,0,0,101,11,3822,418,712,78,4240,3962.07
2013,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3847,3799,48,392,218,174,0,0,102,12,3949,404,821,173,4353,4084.47
2014,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3746,3694,52,378,231,147,0,0,87,14,3833,392,761,55,4225,3964.6
2015,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3678,3640,38,399,274,125,0,0,87,5,3765,404,794,66,4169,3900
2016,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3673,3642,31,380,259,121,0,0,97,6,3770,386,723,17,4156,3899.07
2017,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3750,3734,16,340,245,95,0,0,97,7,3847,347,760,3,4194,3963.13
2018,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3767,3756,11,367,268,99,0,0,91,9,3858,376,882,21,4234,3983.93
2019,66,WESTCHESTER,0,SUNY,0,PUBLIC,1,4-Year/Grad,236500,800000035407,STATE UNIVERSITY OF NEW YORK COLLEGE AT PURCHASE,3708,3696,12,342,270,72,0,0,97,9,3805,351,792,17,4156,3922.6
2010,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1575,1569,6,617,41,576,0,0,316,174,1891,791,256,3,2682,2166.27
2011,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1628,1628,0,539,25,514,0,0,319,194,1947,733,287,1,2680,2204.27
2012,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1670,1670,0,75,58,17,0,0,328,263,1998,338,325,1,2336,2128.2
2013,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1647,1644,3,55,50,5,0,0,319,208,1966,263,288,0,2229,2067.53
2014,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1671,1668,3,57,50,7,0,0,285,187,1956,244,329,2,2200,2049.8
2015,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1726,1720,6,29,26,3,0,0,281,186,2007,215,318,2,2222,2091.07
2016,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1711,1711,0,40,35,5,0,0,255,180,1966,220,326,1,2186,2051.33
2017,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1747,1746,1,598,50,548,0,0,344,68,2091,666,329,0,2757,2317.53
2018,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1777,1777,0,48,42,6,0,0,231,164,2008,212,383,3,2220,2089.6
2019,42,ONONDAGA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240500,800000040738,STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1747,1747,0,404,63,341,0,0,221,176,1968,580,353,2,2548,2173.07
2010,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1521,1501,20,621,438,183,0,0,183,496,1704,1117,205,1,2821,2109.4
2011,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1353,1331,22,511,400,111,0,0,151,493,1504,1004,198,0,2508,1871.53
2012,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1272,1255,17,421,300,121,0,0,171,513,1443,934,198,0,2377,1788.53
2013,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1425,1417,8,379,297,82,0,0,195,481,1620,860,275,0,2480,1938.73
2014,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1646,1601,45,389,277,112,0,0,194,509,1840,898,360,0,2738,2173.27
2015,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1742,1720,22,340,237,103,0,0,165,545,1907,885,347,0,2792,2238.33
2016,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1698,1688,10,314,208,106,0,0,196,497,1894,811,314,0,2705,2197.47
2017,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1860,1851,9,324,223,101,0,0,250,499,2110,823,463,0,2933,2417.6
2018,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1928,1927,1,332,197,135,0,0,226,550,2154,882,424,0,3036,2484.67
2019,41,ONEIDA,0,SUNY,0,PUBLIC,1,4-Year/Grad,240700,800000041209,SUNY POLYTECHNIC INSTITUTE,1903,1901,2,313,176,137,0,0,262,528,2165,841,405,37,3006,2480.53
2010,32,BRONX,0,SUNY,0,PUBLIC,1,4-Year/Grad,241000,800000046464,SUNY MARITIME COLLEGE,1545,1545,0,142,101,41,0,0,102,91,1647,233,352,3,1880,1730.73
2011,32,BRONX,0,SUNY,0,PUBLIC,1,4-Year/Grad,241000,800000046464,SUNY MARITIME COLLEGE,1565,1565,0,96,73,23,0,0,102,60,1667,156,367,0,1823,1723
