Data os of Date,Community District,ProgramTypeName,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latino(a) Count,Hispanic or Latino(a) Percentage,Not Hispanic or Latino(a) Count,Not Hispanic or Latino(a) Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage
06/26/2020,Bronx CD 008,Adult Literacy - NDA (ABE/HSE/Spanish HSE),4,0.14,5,0.17,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,9,0.32,0,0,0,0,0,0,0,0,1,0.03,0,0,3,0.1,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 008,Beacon,96,3.42,195,6.96,0,0,0,0,3,0.1,60,2.14,3,0.1,1,0.03,11,0.39,233,8.32,58,2.07,0,0,0,0,0,0,38,1.35,0,0,25,0.89,81,2.89,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 008,COMPASS Explore,17,0.6,13,0.46,0,0,0,0,0,0,13,0.46,3,0.1,0,0,2,0.07,18,0.64,12,0.42,0,0,0,0,0,0,10,0.35,0,0,9,0.32,7,0.25,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 008,COMPASS High School,7,0.25,5,0.17,0,0,1,0.03,0,0,4,0.14,0,0,0,0,0,0,9,0.32,3,0.1,0,0,0,0,0,0,3,0.1,0,0,4,0.14,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 008,COMPASS Middle School,666,23.78,610,21.78,0,0,6,0.21,52,1.85,224,8,36,1.28,4,0.14,165,5.89,959,34.25,310,11.07,1,0.03,0,0,3,0.1,8,0.28,0,0,12,0.42,23,0.82,0,0,0,0,1,0.03,0,0
06/26/2020,Bronx CD 008,Cornerstone,135,4.82,180,6.42,0,0,10,0.35,1,0.03,103,3.67,8,0.28,1,0.03,19,0.67,239,8.53,76,2.71,0,0,0,0,0,0,7,0.25,0,0,35,1.25,66,2.35,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 008,ESL Civics,46,1.64,18,0.64,0,0,0,0,0,0,0,0,1,0.03,0,0,2,0.07,61,2.17,3,0.1,0,0,0,0,0,0,20,0.71,0,0,31,1.1,13,0.46,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,Adult Literacy - ABE/HSE,15,0.53,8,0.28,0,0,1,0.03,0,0,8,0.28,1,0.03,0,0,0,0,12,0.42,11,0.39,0,0,0,0,0,0,0,0,0,0,15,0.53,7,0.25,0,0,1,0.03,0,0,0,0
06/26/2020,Bronx CD 009,Adult Literacy - ABE/HSE (Discretionary),9,0.32,3,0.1,0,0,0,0,1,0.03,2,0.07,0,0,0,0,0,0,9,0.32,3,0.1,0,0,0,0,0,0,0,0,0,0,8,0.28,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,Adult Literacy - BENL/ESOL,112,4,46,1.64,0,0,0,0,1,0.03,3,0.1,0,0,0,0,2,0.07,145,5.17,13,0.46,0,0,0,0,0,0,0,0,0,0,111,3.96,46,1.64,0,0,1,0.03,0,0,0,0
06/26/2020,Bronx CD 009,Adult Literacy - BENL/ESOL (Discretionary),17,0.6,7,0.25,0,0,0,0,1,0.03,2,0.07,0,0,0,0,0,0,22,0.78,2,0.07,0,0,0,0,0,0,1,0.03,0,0,16,0.57,7,0.25,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,Adult Literacy - NDA (ABE/HSE/Spanish HSE),16,0.57,5,0.17,0,0,0,0,1,0.03,7,0.25,1,0.03,0,0,1,0.03,14,0.5,7,0.25,0,0,0,0,0,0,0,0,0,0,15,0.53,6,0.21,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,Beacon,524,18.71,665,23.75,1,0.03,17,0.6,39,1.39,513,18.32,19,0.67,6,0.21,47,1.67,699,24.96,493,17.6,2,0.07,1,0.03,0,0,167,5.96,1,0.03,131,4.67,230,8.21,1,0.03,0,0,1,0.03,0,0
06/26/2020,Bronx CD 009,COMPASS Explore,32,1.14,21,0.75,0,0,0,0,5,0.17,19,0.67,1,0.03,1,0.03,5,0.17,28,1,24,0.85,0,0,0,0,0,0,10,0.35,0,0,23,0.82,15,0.53,0,0,0,0,0,0,0,0
06/01/2019,Bronx CD 002,COMPASS Explore,17,1.05,24,1.48,0,0,0,0,0,0,12,0.74,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/26/2020,Bronx CD 009,COMPASS High School,35,1.25,41,1.46,0,0,0,0,11,0.39,20,0.71,4,0.14,0,0,2,0.07,40,1.42,36,1.28,0,0,0,0,0,0,4,0.14,0,0,30,1.07,35,1.25,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,COMPASS Middle School,1337,47.75,1351,48.25,0,0,40,1.42,106,3.78,1045,37.32,45,1.6,12,0.42,91,3.25,1640,58.57,1045,37.32,2,0.07,2,0.07,0,0,21,0.75,0,0,63,2.25,117,4.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,Cornerstone,294,10.5,396,14.14,0,0,7,0.25,5,0.17,416,14.85,32,1.14,6,0.21,10,0.35,371,13.25,320,11.42,1,0.03,0,0,0,0,15,0.53,0,0,83,2.96,159,5.67,0,0,0,0,2,0.07,0,0
06/26/2020,Bronx CD 009,Drop-in Centers,5,0.17,1,0.03,0,0,0,0,0,0,3,0.1,0,0,0,0,1,0.03,3,0.1,3,0.1,0,0,0,0,0,0,0,0,0,0,4,0.14,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 009,ESL Civics,15,0.53,8,0.28,0,0,0,0,1,0.03,3,0.1,0,0,0,0,0,0,13,0.46,10,0.35,0,0,0,0,0,0,0,0,0,0,15,0.53,8,0.28,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Adult Literacy - ABE/HSE,3,0.1,0,0,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,1,0.03,2,0.07,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Adult Literacy - ABE/HSE (Discretionary),2,0.07,2,0.07,0,0,0,0,0,0,2,0.07,0,0,0,0,1,0.03,3,0.1,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Adult Literacy - BENL/ESOL,22,0.78,4,0.14,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,22,0.78,4,0.14,0,0,0,0,0,0,0,0,0,0,21,0.75,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Adult Literacy - BENL/ESOL (Discretionary),3,0.1,3,0.1,0,0,0,0,3,0.1,0,0,0,0,0,0,2,0.07,1,0.03,5,0.17,0,0,0,0,0,0,0,0,0,0,3,0.1,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Adult Literacy - NDA (ABE/HSE/Spanish HSE),3,0.1,5,0.17,0,0,0,0,0,0,3,0.1,0,0,0,0,1,0.03,5,0.17,3,0.1,0,0,0,0,0,0,0,0,0,0,4,0.14,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Beacon,257,9.17,359,12.82,0,0,4,0.14,21,0.75,228,8.14,25,0.89,7,0.25,81,2.89,368,13.14,248,8.85,0,0,0,0,0,0,29,1.03,1,0.03,75,2.67,133,4.75,1,0.03,0,0,0,0,0,0
06/26/2020,Bronx CD 010,COMPASS Explore,8,0.28,7,0.25,0,0,0,0,2,0.07,4,0.14,1,0.03,0,0,0,0,10,0.35,5,0.17,0,0,0,0,0,0,1,0.03,0,0,7,0.25,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,COMPASS High School,8,0.28,15,0.53,0,0,0,0,4,0.14,7,0.25,1,0.03,0,0,1,0.03,13,0.46,10,0.35,0,0,0,0,0,0,2,0.07,0,0,5,0.17,13,0.46,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,COMPASS Middle School,509,18.18,503,17.96,0,0,6,0.21,55,1.96,313,11.17,40,1.42,6,0.21,162,5.78,580,20.71,430,15.35,1,0.03,0,0,0,0,9,0.32,0,0,17,0.6,13,0.46,0,0,0,0,1,0.03,0,0
06/26/2020,Bronx CD 010,Cornerstone,45,1.6,68,2.42,0,0,1,0.03,3,0.1,70,2.5,1,0.03,0,0,3,0.1,52,1.85,61,2.17,0,0,0,0,0,0,17,0.6,0,0,24,0.85,25,0.89,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,Drop-in Centers,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 010,ESL Civics,7,0.25,1,0.03,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,3,0.1,5,0.17,0,0,0,0,0,0,1,0.03,0,0,6,0.21,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Adult Literacy - ABE/HSE,6,0.21,5,0.17,0,0,0,0,1,0.03,6,0.21,1,0.03,0,0,0,0,7,0.25,4,0.14,0,0,0,0,0,0,1,0.03,0,0,5,0.17,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Adult Literacy - ABE/HSE (Discretionary),1,0.03,2,0.07,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,1,0.03,2,0.07,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Adult Literacy - BENL/ESOL,40,1.42,10,0.35,0,0,0,0,3,0.1,2,0.07,0,0,0,0,4,0.14,37,1.32,13,0.46,0,0,0,0,0,0,1,0.03,0,0,37,1.32,12,0.42,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Adult Literacy - BENL/ESOL (Discretionary),12,0.42,4,0.14,0,0,1,0.03,1,0.03,3,0.1,0,0,0,0,0,0,14,0.5,2,0.07,0,0,0,0,0,0,0,0,0,0,12,0.42,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Adult Literacy - NDA (ABE/HSE/Spanish HSE),7,0.25,6,0.21,0,0,0,0,0,0,10,0.35,0,0,0,0,0,0,4,0.14,9,0.32,0,0,0,0,0,0,0,0,0,0,7,0.25,6,0.21,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Beacon,138,4.92,257,9.17,0,0,2,0.07,6,0.21,175,6.25,4,0.14,2,0.07,52,1.85,187,6.67,208,7.42,0,0,0,0,0,0,27,0.96,0,0,37,1.32,116,4.14,1,0.03,0,0,1,0.03,0,0
06/26/2020,Bronx CD 011,COMPASS Explore,13,0.46,9,0.32,0,0,0,0,1,0.03,8,0.28,0,0,0,0,2,0.07,13,0.46,9,0.32,0,0,0,0,0,0,3,0.1,0,0,8,0.28,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,COMPASS High School,17,0.6,27,0.96,0,0,0,0,3,0.1,10,0.35,3,0.1,1,0.03,4,0.14,26,0.92,18,0.64,0,0,0,0,0,0,1,0.03,0,0,15,0.53,23,0.82,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,COMPASS Middle School,774,27.64,791,28.25,0,0,17,0.6,69,2.46,504,18,46,1.64,6,0.21,215,7.67,831,29.68,732,26.14,0,0,1,0.03,0,0,9,0.32,0,0,18,0.64,35,1.25,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Cornerstone,214,7.64,230,8.21,1,0.03,3,0.1,5,0.17,257,9.17,16,0.57,2,0.07,23,0.82,185,6.6,260,9.28,0,0,1,0.03,0,0,70,2.5,0,0,86,3.07,64,2.28,1,0.03,0,0,0,0,0,0
06/26/2020,Bronx CD 011,Drop-in Centers,1,0.03,3,0.1,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,2,0.07,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 011,ESL Civics,56,2,2,0.07,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,7,0.25,51,1.82,0,0,0,0,0,0,1,0.03,0,0,55,1.96,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Adult Literacy - ABE/HSE,25,0.89,15,0.53,0,0,0,0,1,0.03,30,1.07,2,0.07,0,0,0,0,11,0.39,29,1.03,0,0,0,0,0,0,2,0.07,0,0,22,0.78,15,0.53,0,0,0,0,1,0.03,0,0
06/26/2020,Bronx CD 012,Adult Literacy - ABE/HSE (Discretionary),4,0.14,5,0.17,0,0,0,0,0,0,5,0.17,0,0,0,0,1,0.03,4,0.14,5,0.17,0,0,0,0,0,0,0,0,0,0,5,0.17,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Adult Literacy - BENL/ESOL,35,1.25,11,0.39,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,40,1.42,6,0.21,0,0,0,0,0,0,2,0.07,1,0.03,31,1.1,12,0.42,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Adult Literacy - BENL/ESOL (Discretionary),14,0.5,2,0.07,0,0,1,0.03,0,0,2,0.07,0,0,0,0,0,0,15,0.53,1,0.03,0,0,0,0,0,0,0,0,0,0,13,0.46,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Adult Literacy - NDA (ABE/HSE/Spanish HSE),14,0.5,11,0.39,0,0,1,0.03,0,0,18,0.64,1,0.03,0,0,2,0.07,6,0.21,19,0.67,0,0,0,0,0,0,0,0,0,0,15,0.53,10,0.35,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Beacon,418,14.93,780,27.86,0,0,10,0.35,5,0.17,932,33.28,30,1.07,6,0.21,25,0.89,266,9.5,935,33.39,0,0,3,0.1,0,0,67,2.39,0,0,78,2.78,236,8.42,0,0,1,0.03,1,0.03,0,0
06/26/2020,Bronx CD 012,COMPASS Elementary,975,34.82,832,29.71,0,0,11,0.39,20,0.71,1237,44.18,22,0.78,7,0.25,60,2.14,581,20.75,1227,43.82,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,COMPASS Explore,28,1,9,0.32,0,0,0,0,1,0.03,25,0.89,2,0.07,0,0,1,0.03,14,0.5,23,0.82,0,0,0,0,0,0,13,0.46,0,0,15,0.53,7,0.25,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,COMPASS High School,27,0.96,42,1.5,0,0,0,0,0,0,49,1.75,3,0.1,0,0,2,0.07,19,0.67,49,1.75,0,0,0,0,0,0,2,0.07,0,0,23,0.82,40,1.42,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,COMPASS Middle School,1060,37.86,1083,38.68,0,0,17,0.6,15,0.53,1430,51.07,51,1.82,6,0.21,115,4.1,644,23,1496,53.43,0,0,0,0,0,0,32,1.14,1,0.03,35,1.25,54,1.92,0,0,0,0,1,0.03,0,0
06/26/2020,Bronx CD 012,Cornerstone,427,15.25,639,22.82,1,0.03,4,0.14,2,0.07,838,29.93,15,0.53,3,0.1,27,0.96,298,10.64,769,27.46,1,0.03,0,0,0,0,75,2.67,0,0,181,6.46,279,9.96,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,Drop-in Centers,1,0.03,6,0.21,0,0,0,0,0,0,6,0.21,0,0,0,0,0,0,0,0,7,0.25,0,0,0,0,0,0,0,0,0,0,1,0.03,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 012,ESL Civics,19,0.67,2,0.07,0,0,0,0,2,0.07,5,0.17,0,0,0,0,0,0,9,0.32,12,0.42,0,0,0,0,0,0,1,0.03,0,0,18,0.64,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 026,Adult Literacy - ABE/HSE,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 026,Beacon,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 027,Adult Literacy - BENL/ESOL,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Bronx CD 027,Beacon,0,0,2,0.07,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Adult Literacy - ABE/HSE,31,1.1,21,0.75,0,0,0,0,4,0.14,14,0.5,1,0.03,0,0,7,0.25,27,0.96,25,0.89,0,0,0,0,0,0,0,0,0,0,30,1.07,22,0.78,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Adult Literacy - ABE/HSE (Discretionary),1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Adult Literacy - BENL/ESOL,65,2.32,39,1.39,0,0,0,0,6,0.21,2,0.07,0,0,1,0.03,35,1.25,61,2.17,43,1.53,0,0,0,0,0,0,0,0,0,0,66,2.35,37,1.32,1,0.03,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Adult Literacy - BENL/ESOL (Discretionary),13,0.46,2,0.07,0,0,0,0,12,0.42,0,0,1,0.03,0,0,0,0,2,0.07,13,0.46,0,0,0,0,0,0,0,0,0,0,14,0.5,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Adult Literacy - NDA (ABE/HSE/Spanish HSE),33,1.17,20,0.71,0,0,0,0,3,0.1,17,0.6,0,0,1,0.03,3,0.1,32,1.14,21,0.75,0,0,0,0,0,0,0,0,0,0,34,1.21,18,0.64,1,0.03,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Beacon,326,11.64,433,15.46,0,0,7,0.25,25,0.89,219,7.82,18,0.64,2,0.07,91,3.25,476,17,283,10.1,0,0,0,0,0,0,46,1.64,0,0,70,2.5,158,5.64,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,COMPASS Explore,14,0.5,0,0,0,0,0,0,0,0,7,0.25,0,0,0,0,3,0.1,7,0.25,7,0.25,0,0,0,0,0,0,6,0.21,0,0,2,0.07,0,0,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,COMPASS High School,6,0.21,8,0.28,0,0,2,0.07,0,0,5,0.17,2,0.07,0,0,0,0,6,0.21,8,0.28,0,0,0,0,0,0,0,0,0,0,6,0.21,8,0.28,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,COMPASS Middle School,798,28.5,567,20.25,0,0,7,0.25,40,1.42,189,6.75,45,1.6,2,0.07,446,15.93,609,21.75,754,26.93,0,0,0,0,0,0,14,0.5,0,0,17,0.6,16,0.57,1,0.03,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,Cornerstone,341,12.17,446,15.93,0,0,6,0.21,5,0.17,451,16.1,21,0.75,0,0,53,1.89,362,12.93,427,15.25,2,0.07,0,0,0,0,27,0.96,4,0.14,93,3.32,166,5.92,0,0,0,0,1,0.03,0,0
06/26/2020,Brooklyn CD 001,Drop-in Centers,2,0.07,4,0.14,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,5,0.17,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 001,ESL Civics,5,0.17,1,0.03,0,0,0,0,2,0.07,0,0,0,0,0,0,2,0.07,2,0.07,4,0.14,0,0,0,0,0,0,0,0,0,0,5,0.17,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Adult Literacy - ABE/HSE,7,0.25,5,0.17,0,0,1,0.03,0,0,5,0.17,0,0,0,0,1,0.03,6,0.21,6,0.21,0,0,0,0,0,0,0,0,0,0,7,0.25,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Adult Literacy - ABE/HSE (Discretionary),1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Adult Literacy - BENL/ESOL,19,0.67,5,0.17,0,0,0,0,5,0.17,1,0.03,0,0,0,0,5,0.17,14,0.5,10,0.35,0,0,0,0,0,0,1,0.03,0,0,18,0.64,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Adult Literacy - BENL/ESOL (Discretionary),16,0.57,8,0.28,0,0,1,0.03,13,0.46,1,0.03,0,0,0,0,1,0.03,2,0.07,22,0.78,0,0,0,0,0,0,6,0.21,0,0,11,0.39,7,0.25,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Adult Literacy - NDA (ABE/HSE/Spanish HSE),8,0.28,2,0.07,0,0,0,0,1,0.03,6,0.21,0,0,0,0,0,0,3,0.1,7,0.25,0,0,0,0,0,0,0,0,0,0,8,0.28,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Beacon,154,5.5,200,7.14,0,0,1,0.03,43,1.53,228,8.14,5,0.17,1,0.03,21,0.75,80,2.85,274,9.78,0,0,0,0,0,0,33,1.17,2,0.07,69,2.46,95,3.39,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,COMPASS Explore,21,0.75,16,0.57,0,0,0,0,1,0.03,11,0.39,2,0.07,1,0.03,16,0.57,7,0.25,31,1.1,0,0,1,0.03,0,0,1,0.03,0,0,3,0.1,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,COMPASS High School,15,0.53,3,0.1,0,0,0,0,4,0.14,8,0.28,0,0,0,0,2,0.07,6,0.21,12,0.42,0,0,0,0,0,0,0,0,0,0,8,0.28,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,COMPASS Middle School,483,17.25,458,16.35,0,0,5,0.17,64,2.28,450,16.07,57,2.03,4,0.14,210,7.5,207,7.39,734,26.21,1,0.03,1,0.03,0,0,12,0.42,0,0,5,0.17,13,0.46,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,Cornerstone,273,9.75,351,12.53,0,0,10,0.35,14,0.5,495,17.68,15,0.53,3,0.1,11,0.39,134,4.78,491,17.53,1,0.03,0,0,0,0,21,0.75,0,0,91,3.25,157,5.6,0,0,1,0.03,1,0.03,0,0
06/26/2020,Brooklyn CD 002,Drop-in Centers,2,0.07,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 002,ESL Civics,5,0.17,2,0.07,0,0,0,0,5,0.17,0,0,0,0,0,0,1,0.03,1,0.03,6,0.21,0,0,0,0,0,0,0,0,0,0,5,0.17,2,0.07,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Adult Literacy - ABE/HSE,26,0.92,21,0.75,1,0.03,0,0,0,0,23,0.82,0,0,0,0,2,0.07,21,0.75,26,0.92,0,0,0,0,0,0,1,0.03,0,0,24,0.85,21,0.75,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Adult Literacy - ABE/HSE (Discretionary),2,0.07,3,0.1,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,3,0.1,2,0.07,0,0,0,0,0,0,0,0,0,0,2,0.07,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Adult Literacy - BENL/ESOL,65,2.32,21,0.75,0,0,0,0,2,0.07,3,0.1,0,0,1,0.03,9,0.32,75,2.67,11,0.39,0,0,0,0,0,0,2,0.07,0,0,64,2.28,19,0.67,0,0,1,0.03,0,0,0,0
06/26/2020,Brooklyn CD 003,Adult Literacy - BENL/ESOL (Discretionary),9,0.32,8,0.28,0,0,0,0,4,0.14,0,0,1,0.03,0,0,0,0,4,0.14,13,0.46,0,0,0,0,0,0,10,0.35,0,0,3,0.1,4,0.14,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Adult Literacy - NDA (ABE/HSE/Spanish HSE),38,1.35,20,0.71,0,0,1,0.03,1,0.03,34,1.21,0,0,1,0.03,2,0.07,22,0.78,36,1.28,0,0,0,0,0,0,3,0.1,0,0,38,1.35,17,0.6,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Beacon,408,14.57,593,21.18,1,0.03,6,0.21,21,0.75,776,27.71,16,0.57,1,0.03,22,0.78,228,8.14,774,27.64,0,0,1,0.03,1,0.03,94,3.35,0,0,120,4.28,276,9.85,0,0,2,0.07,0,0,0,0
06/26/2020,Brooklyn CD 003,COMPASS Elementary,1406,50.22,1276,45.57,0,0,20,0.71,19,0.67,1978,70.65,79,2.82,8,0.28,64,2.28,706,25.21,1959,69.97,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,COMPASS Explore,30,1.07,10,0.35,0,0,1,0.03,0,0,28,1,2,0.07,0,0,4,0.14,9,0.32,31,1.1,0,0,0,0,0,0,4,0.14,0,0,10,0.35,5,0.17,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,COMPASS High School,34,1.21,11,0.39,0,0,0,0,2,0.07,34,1.21,2,0.07,0,0,1,0.03,8,0.28,37,1.32,0,0,0,0,0,0,0,0,0,0,26,0.92,8,0.28,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,COMPASS Middle School,1119,39.96,1043,37.25,0,0,10,0.35,49,1.75,1356,48.43,73,2.6,2,0.07,217,7.75,540,19.28,1609,57.47,0,0,0,0,0,0,34,1.21,0,0,61,2.17,74,2.64,1,0.03,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Cornerstone,503,17.96,592,21.14,1,0.03,8,0.28,4,0.14,902,32.21,11,0.39,0,0,18,0.64,266,9.5,831,29.68,2,0.07,0,0,0,0,58,2.07,1,0.03,168,6,247,8.82,0,0,0,0,0,0,0,0
06/26/2020,Brooklyn CD 003,Drop-in Centers,8,0.28,10,0.35,1,0.03,0,0,0,0,11,0.39,1,0.03,0,0,0,0,6,0.21,12,0.42,0,0,0,0,0,0,0,0,0,0,8,0.28,7,0.25,1,0.03,0,0,0,0,0,0
